,color_entropy
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9256.jpg,18.47343
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9260.jpg,12.759265
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9257.jpg,19.325386
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9255.jpg,21.517303
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9258.jpg,22.572561
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9261.jpg,22.456629
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9268.jpg,19.223724
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9262.jpg,23.4978
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9266.jpg,21.832207
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9264.jpg,18.489792
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9267.jpg,23.045002
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9263.jpg,23.4978
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9269.jpg,18.506893
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9270.jpg,23.12735
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9273.jpg,22.798985
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9275.jpg,22.694387
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9276.jpg,22.155252
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9279.jpg,20.273762
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9278.jpg,22.009773
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9282.jpg,21.414211
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9283.jpg,22.848944
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9280.jpg,23.511961
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9285.jpg,23.379436
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9284.jpg,23.463743
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9287.jpg,23.127783
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9286.jpg,22.938316
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9288.jpg,19.849857
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9290.jpg,22.128906
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9289.jpg,16.692429
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9295.jpg,23.131935
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9294.jpg,20.792765
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9293.jpg,21.513248
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9303.jpg,23.5672
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9308.jpg,23.020302
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9309.jpg,23.295624
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9304.jpg,23.528109
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9311.jpg,23.478811
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9310.jpg,23.161686
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9315.jpg,20.467144
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9317.jpg,23.070843
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9314.jpg,18.581646
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9318.jpg,22.656769
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9320.jpg,22.142895
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9327.jpg,23.15224
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9321.jpg,22.380999
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9328.jpg,22.356161
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9325.jpg,23.002773
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9319.jpg,21.728928
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9329.jpg,23.25819
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9331.jpg,22.376669
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9330.jpg,22.944082
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9335.jpg,23.72204
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9334.jpg,20.894857
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9333.jpg,22.971832
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9336.jpg,22.37903
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9337.jpg,22.899475
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9341.jpg,23.048605
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9339.jpg,22.746262
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9345.jpg,12.321897
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9344.jpg,23.05626
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9348.jpg,23.115774
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9350.jpg,23.47415
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9352.jpg,23.175184
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9354.jpg,23.378242
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9353.jpg,21.020882
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9357.jpg,23.654362
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9361.jpg,21.113916
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9359.jpg,23.184582
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9365.jpg,22.595648
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9360.jpg,22.568811
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9343.jpg,23.369589
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9346.jpg,23.369589
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9370.jpg,23.278679
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9368.jpg,22.517817
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9367.jpg,23.16191
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9366.jpg,21.372377
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9374.jpg,22.625504
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9373.jpg,22.40593
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9376.jpg,22.111233
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9372.jpg,22.009737
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9378.jpg,22.898367
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9381.jpg,19.938883
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9380.jpg,22.67237
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9379.jpg,21.157635
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9386.jpg,19.938883
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9385.jpg,21.297852
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9384.jpg,22.052347
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9382.jpg,21.884567
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9377.jpg,22.16395
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9391.jpg,22.053108
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9387.jpg,23.59387
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9389.jpg,21.421352
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9371.jpg,22.702349
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9392.jpg,21.873644
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9393.jpg,20.967281
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9395.jpg,21.435068
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9394.jpg,23.501572
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9398.jpg,23.19352
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9396.jpg,22.960182
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9401.jpg,21.892546
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9397.jpg,22.860806
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9403.jpg,16.615854
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9400.jpg,22.451849
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9402.jpg,23.043467
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9407.jpg,21.396208
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9409.jpg,23.41879
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9405.jpg,19.1308
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9408.jpg,23.41879
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9404.jpg,22.140566
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9412.jpg,22.051353
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9417.jpg,22.208364
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9423.jpg,22.78259
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9411.jpg,21.783602
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9413.jpg,22.3544
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9422.jpg,23.412743
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9426.jpg,22.958702
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9438.jpg,23.14938
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9431.jpg,19.815922
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9432.jpg,23.534351
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9425.jpg,22.958702
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9430.jpg,21.276728
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9436.jpg,22.696037
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9446.jpg,20.036499
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9441.jpg,23.022072
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9450.jpg,22.03584
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9451.jpg,22.36227
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9449.jpg,20.171726
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9453.jpg,13.484138
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9458.jpg,22.100779
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9457.jpg,21.961327
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9456.jpg,21.46355
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9454.jpg,21.55574
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9455.jpg,21.55574
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9460.jpg,22.3297
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9462.jpg,22.3297
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9463.jpg,19.148775
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9471.jpg,23.43548
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9472.jpg,22.875134
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9469.jpg,21.986637
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9467.jpg,20.15802
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9473.jpg,22.783514
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9481.jpg,21.292648
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9476.jpg,22.296225
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9474.jpg,23.318329
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9480.jpg,22.19055
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9479.jpg,22.19055
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9478.jpg,23.396929
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9484.jpg,20.797394
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9482.jpg,23.002897
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9483.jpg,23.5129
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9486.jpg,22.468616
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9487.jpg,21.499847
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9488.jpg,22.68861
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9492.jpg,22.443941
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9493.jpg,22.443941
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9491.jpg,23.131931
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9489.jpg,22.785969
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9494.jpg,22.38472
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9490.jpg,23.137554
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9501.jpg,22.443941
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9498.jpg,23.421383
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9500.jpg,23.384792
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9496.jpg,23.48791
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9495.jpg,21.686949
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9502.jpg,21.344236
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9503.jpg,23.359232
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9506.jpg,19.0223
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9505.jpg,19.0223
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9504.jpg,22.993324
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9507.jpg,23.10994
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9511.jpg,22.998892
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9510.jpg,22.779446
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9515.jpg,23.322453
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9512.jpg,21.047855
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9516.jpg,23.322453
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9517.jpg,21.95655
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9519.jpg,23.070415
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9518.jpg,21.003181
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9520.jpg,23.230972
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9523.jpg,23.047514
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9521.jpg,20.198051
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9522.jpg,23.083515
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9526.jpg,23.306767
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9524.jpg,22.585537
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9527.jpg,22.5406
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9529.jpg,21.691132
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9534.jpg,21.626549
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9531.jpg,23.344444
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9533.jpg,20.514683
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9530.jpg,22.512478
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9536.jpg,22.57434
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9538.jpg,23.45825
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9540.jpg,23.146404
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9544.jpg,23.180122
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9545.jpg,19.152658
/content/drive/Othercomputers/My MacBook Pro/data/image_201509_onlyrefugee/9541.jpg,22.842237
